,text,target,T,A,polarity
3390,However LOCATION1 flats is a slight different thing all together,,LOCATION1,price,Positive
3391,"However, I can assure you there are some areas in LOCATION1 that are pretty rough",,LOCATION1,safety,Negative
3392,"However, I have had friends who have lived in LOCATION1, some still do",,LOCATION1,safety,Negative
3393,"However, I would say the very worst area is LOCATION1",,LOCATION1,general,Negative
3394,"However, I've seen quite a lot of flats advertised in LOCATION1 that seem affordable, also in a place called LOCATION2 which is nearby",,LOCATION2,price,Positive
3395,"However, LOCATION1 is not very pleasant, lots of council estates, it is pretty far from the centre, and the transport is terrible",,LOCATION1,general,Negative
3396,"However, try the links below : - LOCATION1 property for sale and rent, NW3 flats and houses London PROPERTY GUIDE > NW3 and LOCATION1 PROPERTY GUIDE",,LOCATION1,general,Negative
3397,Hundreds of people commute from LOCATION1 to London every day,,LOCATION1,transit-location,Positive
3398,I 'm sure you can probably find a house or flat share or look in neighbouring areas if it 's out of your price range LOCATION1 is a great area to live in and it is expensive,,LOCATION1,price,Negative
3399,"I actually think that LOCATION1 aint too bad of a place, I love shopping there",,LOCATION1,shopping,Positive
3400,I advice you to go shopping in LOCATION1 and LOCATION2(on a Saturday or sunday) for some alternative and vintage goodies,,LOCATION1,shopping,Positive
3401,"I also Lived in LOCATION1 for a while, which is a really nice area, but you had to get a bus to the tube station, which was a pain ",,LOCATION1,general,Positive
3402,I also lived in LOCATION1 another great area  and this time it was a studio apartment with kitchen and bath,,LOCATION1,general,Positive
3403,I also love LOCATION1 ; LOCATION1 may still have some areas where you might find something,,LOCATION1,general,Positive
3404,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1, decent public transport and good local amenities",,LOCATION2,price,Positive
3405,I always travel through LOCATION1 and it does look quite interesting but the fact that Ive seen way too many police cars and tape in the high street has made me think twice about visiting ,,LOCATION1,safety,Negative
3406,"I am graduating soon, and live in inner LOCATION1",,LOCATION1,safety,Negative
3407,I am moving into LOCATION1 very soon,,LOCATION1,safety,Negative
3408,"I can answer the safe affordable place to live part - try LOCATION1, LOCATION2, and surrounding areas",,LOCATION1,safety,Negative
3409,I can catch the tube into central London and back to LOCATION1 ,,LOCATION1,transit-location,Positive
3410,I can remember the LOCATION1 Dog Stadium when it was open,,LOCATION1,transit-location,Positive
3411,I can tell you that there is a large shopping centre in LOCATION1 called brent Cross,,LOCATION1,shopping,Positive
3412,I can't recommend LOCATION1 for affordability ,,LOCATION1,price,Negative
3413,I cannot in all honesty say I've ever noticed any difference between folk in LOCATION1 or South London - all pretty much the same,,LOCATION1,price,Negative
3414,I currently live in LOCATION1 and I love it,,LOCATION1,live,Positive
3415,I currently live just off LOCATION1 and I like it ,,LOCATION1,live,Positive
3416,"I definitely recommend LOCATION1, it's a lovely place",,LOCATION1,general,Positive
3417,"I do like LOCATION1,  and from what I remember, it is a culturally diverse area where some people still have some sense of community",,LOCATION1,multicultural,Positive
3418,"I do n't think there 's any safe place to live in London cause the chaos of drugs , alcohol and illegal aliens with the compliment of the government so they can control the masses with the DNA check and the national ID proposal etc Suton , and LOCATION1 are great",,LOCATION1,general,Positive
3419,I don't know anyone that's wanted to voluntarily move to LOCATION1 ;) LOCATION2 is not much better I'm afraid,,LOCATION1,general,Negative
3420,I don't know much about LOCATION2 or LOCATION1,,LOCATION1,general,Negative
3421,"I don't want to generalise on the people in LOCATION1, but I can tell you about the area",,LOCATION1,general,Negative
3422,I dont have much money so I am obviously not going to be moving to LOCATION1 ,,LOCATION1,price,Negative
3423,"I dont know exactly, but one of the main areas (or it used to be in the '60's), was LOCATION1, in particular LOCATION2",,LOCATION1,price,Negative
3424,I even went into LOCATION1 at one point,,LOCATION1,price,Negative
3425,I finally moved to LOCATION1 off of Portobello road and I LOVE IT,,LOCATION1,general,Positive
3426,I find most of my friends end up in LOCATION1 one way or any other,,LOCATION1,general,Positive
3427,I found LOCATION1 area a nice place to live,,LOCATION1,live,Positive
3428,"I grew up in LOCATION1, West London and I loved it",,LOCATION1,general,Positive
3429,I have a friend that wants me to go there and visit but being a Caucasian male i am dubious Does LOCATION1 or LOCATION2 have problems with violence,,LOCATION1,general,Positive
3430,I have been to London a few times but mostly stayed in hotels near LOCATION1 or Picadilly area,,LOCATION1,general,Positive
3431,I have heard that LOCATION1 is,,LOCATION1,general,Positive
3432,I have lived in LOCATION1 and thats a bit of a rough area so is LOCATION2 a better area,,LOCATION1,safety,Negative
3433,"I have lived in south London for a while and adored going to LOCATION1, one of the most vibrant place in the London",,LOCATION1,general,Positive
3434,"I have never had a problem in LOCATION1, even waiting for a night bus at 2am in the morning",,LOCATION1,safety,Positive
3435,I have recently got a job in LOCATION1 which I love and so would like to move to the area,,LOCATION1,safety,Positive
3436,I have the same issue with greek girls in LOCATION1,,LOCATION1,safety,Positive
3437,I hear LOCATION1 and LOCATION2 are both very nice places to live,,LOCATION1,safety,Positive
3438,I hear LOCATION1 is nice,,LOCATION1,general,Positive
3439,I intend to stay in London for 3 weeks in LOCATION1 ,,LOCATION1,general,Positive
3440,I just googled 'LOCATION1 leaflet job' and lots of genuine sites came up with jobs,,LOCATION1,general,Positive
3441,"I know LOCATION1 Broadway quite well, but not the other two places",,LOCATION1,general,Positive
3442,"I know LOCATION1 only vaguely and it's okay, ",,LOCATION1,general,Positive
3443,I know a couple of people who live in LOCATION1 who really like it,,LOCATION1,general,Positive
3444,I know that there is no such thing as cheap living in London but I'm sure that some places are cheaper than others and those are the places that we are interested in  As someone who had to move out of LOCATION1 (born and bred there) I can assure you it's not cheap I had to move to LOCATION2 (Zone 3) and a 1 bed flat is 900 a month,,LOCATION1,general,Positive
3445,I know the London riots where in LOCATION1 and I am not sure if living in LOCATION1 would be a wise choice,,LOCATION1,live,Negative
3446,"I like LOCATION1, but it's not for everyone  ",,LOCATION1,general,Positive
3447,I like the London borough of LOCATION2 in the south and the LOCATION1 in the north,,LOCATION2,general,Positive
3448,I like the suburbs because it has less crime and not as many people ( but still busy enough ) LOCATION1 which is in the outskirts of London is nice,,LOCATION1,general,Positive
3449,"I live a few miles from there, but haven't ever lived IN LOCATION1",,LOCATION1,general,Positive
3450,I live in LOCATION1,,LOCATION1,general,Positive
3451,I live in LOCATION1 Green and I pay the same thing,,LOCATION1,general,Positive
3452,I live in LOCATION1 and don't listen to this person saying it's always unsafe,,LOCATION1,safety,Positive
3453,I live in LOCATION1 and find it fairly safe (you obviously need to be a bit careful as you would anywhere) ,,LOCATION1,safety,Positive
3454,I live in LOCATION1 and find it perfectly safe in this suburban area,,LOCATION1,safety,Positive
3455,I live in LOCATION1 and have had no problems in the 10 years I have been here,,LOCATION1,safety,Positive
3456,I live in LOCATION1 and i like the area with always something to do if you want to and also provides real calm places when you want it,,LOCATION1,quiet,Positive
3457,I live in LOCATION1 and it has been voted one of the safest in London,,LOCATION1,safety,Positive
3458,I live in LOCATION1 and it takes me 10 minutes to LOCATION2 by train,,LOCATION1,transit-location,Positive
3459,"I live in LOCATION1 btw, which is also really beautiful, residential",,LOCATION1,general,Positive
3460,I live in LOCATION1 in north it is quite brilliant that is where you want to be ,,LOCATION1,general,Positive
3461,I live in LOCATION1 my sis in Hamstead and like anywhere including LOCATION2 it depends who you meet,,LOCATION1,general,Positive
3462,I live in LOCATION1 my whole life which has a notorious reputation ,,LOCATION1,general,Negative
3463,"I live in LOCATION1 so u put ""martial arts near LOCATION1""",,LOCATION1,general,Negative
3464,I live in LOCATION1 which is a nice residential area but LOCATION2 is also good,,LOCATION1,general,Positive
3465,I live in LOCATION1 which is a short train ride away from central London and across the Thames from LOCATION2 and is full of history,,LOCATION1,general,Positive
3466,I live in LOCATION1 which is in LOCATION2  there are lots of train links and buses which are regular and easily acessable,,LOCATION1,transit-location,Positive
3467,I live in LOCATION1 which is not far from LOCATION2,,LOCATION1,transit-location,Positive
3468,"I live in LOCATION1, and I love it  Its quite central, without being in the middle of the London, and the rent is still quite reasonable ",,LOCATION1,general,Positive
3469,"I live in LOCATION1, in West London and for the last 4/5 years, I've been hearing a sound which to me sounds like a siren or warning alarm",,LOCATION1,general,Positive
3470,"I live in LOCATION1, in a nice house and with 2 nice cars",,LOCATION1,general,Positive
3471,"I live in LOCATION1, it is the price we pay for being successful and a centre for immigration - which I am pro by the way",,LOCATION1,multicultural,Positive
3472,"I live in LOCATION1, its very safe but theres not much to do but its clean and pretty",,LOCATION1,safety,Positive
3473,I live in Scotland and I've been to London once in my life - now I have a job there and I'll be working near LOCATION1 tube station,,LOCATION1,safety,Positive
3474,I live in the LOCATION1 area and there are signs on Narrow Street directing people/cyclists to the pathways,,LOCATION1,safety,Positive
3475,I live just off LOCATION1 Road,,LOCATION1,safety,Positive
3476,"I live not far from LOCATION1, and apart from it becoming very busy due to the new shopping centre , it is like any other ""normal"" place in London",,LOCATION1,quiet,Negative
3477,"I live, work in West London - LOCATION1 but the wife prefers richmond",,LOCATION1,quiet,Negative
3478,"I lived in LOCATION1 and it wasnt the best but the public transport in LOCATION2 is the best  You have a Tube station, a British rail station and a bus interchange",,LOCATION1,quiet,Negative
3479,I lived in LOCATION1 as a child,,LOCATION1,quiet,Negative
3480,I lived in LOCATION1 for 10 years in the 1990s; it is the most genuinely suburban and very attractive,,LOCATION1,general,Positive
3481,I lived in LOCATION1 for 4 years and it's only 20 mins on the train to LOCATION1,,LOCATION1,transit-location,Positive
